Start Time,End Time,Heart
2023-06-01 15:34:00,2023-06-01 15:35:00,1
2023-06-01 15:50:00,2023-06-01 15:51:00,1
2023-06-01 16:02:00,2023-06-01 16:03:00,1
2023-06-01 16:03:00,2023-06-01 16:04:00,1
2023-06-01 16:04:00,2023-06-01 16:05:00,1
2023-06-01 19:36:00,2023-06-01 19:37:00,1
2023-06-01 19:37:00,2023-06-01 19:38:00,1
2023-06-01 20:04:00,2023-06-01 20:05:00,1
2023-06-02 08:35:00,2023-06-02 08:36:00,1
2023-06-02 08:36:00,2023-06-02 08:37:00,1
2023-06-02 08:37:00,2023-06-02 08:38:00,1
2023-06-02 08:38:00,2023-06-02 08:39:00,1
2023-06-02 08:39:00,2023-06-02 08:40:00,1
2023-06-02 08:40:00,2023-06-02 08:41:00,1
2023-06-02 08:44:00,2023-06-02 08:45:00,1
2023-06-02 10:17:00,2023-06-02 10:18:00,1
2023-06-02 10:18:00,2023-06-02 10:19:00,1
2023-06-02 10:19:00,2023-06-02 10:20:00,1
2023-06-02 10:20:00,2023-06-02 10:21:00,1
2023-06-02 10:21:00,2023-06-02 10:22:00,1
2023-06-02 10:38:00,2023-06-02 10:39:00,1
2023-06-02 10:41:00,2023-06-02 10:42:00,1
2023-06-02 10:42:00,2023-06-02 10:43:00,1
2023-06-02 10:43:00,2023-06-02 10:44:00,1
2023-06-02 12:09:00,2023-06-02 12:10:00,1
2023-06-02 12:10:00,2023-06-02 12:11:00,1
2023-06-02 12:11:00,2023-06-02 12:12:00,1
2023-06-02 12:12:00,2023-06-02 12:13:00,1
2023-06-02 12:29:00,2023-06-02 12:30:00,1
2023-06-02 12:30:00,2023-06-02 12:31:00,1
2023-06-02 12:38:00,2023-06-02 12:39:00,1
2023-06-02 12:39:00,2023-06-02 12:40:00,1
2023-06-02 12:41:00,2023-06-02 12:42:00,1
2023-06-02 12:42:00,2023-06-02 12:43:00,1
2023-06-02 12:43:00,2023-06-02 12:44:00,1
2023-06-02 12:44:00,2023-06-02 12:45:00,1
2023-06-02 13:49:00,2023-06-02 13:50:00,1
2023-06-02 13:50:00,2023-06-02 13:51:00,1
2023-06-02 13:51:00,2023-06-02 13:52:00,1
2023-06-02 13:52:00,2023-06-02 13:53:00,1
2023-06-02 13:53:00,2023-06-02 13:54:00,1
2023-06-02 13:54:00,2023-06-02 13:55:00,1
2023-06-02 13:55:00,2023-06-02 13:56:00,1
2023-06-02 15:39:00,2023-06-02 15:40:00,1
2023-06-02 16:14:00,2023-06-02 16:15:00,1
2023-06-02 16:15:00,2023-06-02 16:16:00,1
2023-06-02 16:16:00,2023-06-02 16:17:00,1
2023-06-02 16:17:00,2023-06-02 16:18:00,1
2023-06-02 16:18:00,2023-06-02 16:19:00,1
2023-06-02 19:40:00,2023-06-02 19:41:00,1
2023-06-02 19:41:00,2023-06-02 19:42:00,1
2023-06-02 20:11:00,2023-06-02 20:12:00,1
2023-06-02 22:26:00,2023-06-02 22:27:00,1
2023-06-03 08:32:00,2023-06-03 08:33:00,1
2023-06-03 08:33:00,2023-06-03 08:34:00,1
2023-06-03 08:34:00,2023-06-03 08:35:00,1
2023-06-03 08:35:00,2023-06-03 08:36:00,1
2023-06-03 08:36:00,2023-06-03 08:37:00,1
2023-06-03 08:37:00,2023-06-03 08:38:00,1
2023-06-03 08:38:00,2023-06-03 08:39:00,1
2023-06-03 08:39:00,2023-06-03 08:40:00,1
2023-06-03 08:41:00,2023-06-03 08:42:00,1
2023-06-03 12:29:00,2023-06-03 12:30:00,1
2023-06-03 12:42:00,2023-06-03 12:43:00,1
2023-06-03 13:20:00,2023-06-03 13:21:00,1
2023-06-03 19:17:00,2023-06-03 19:18:00,1
2023-06-04 09:05:00,2023-06-04 09:06:00,1
2023-06-04 09:07:00,2023-06-04 09:08:00,1
2023-06-04 09:08:00,2023-06-04 09:09:00,1
2023-06-04 09:26:00,2023-06-04 09:27:00,1
2023-06-04 09:28:00,2023-06-04 09:29:00,1
2023-06-04 09:29:00,2023-06-04 09:30:00,1
2023-06-04 09:32:00,2023-06-04 09:33:00,1
2023-06-04 09:33:00,2023-06-04 09:34:00,1
2023-06-04 09:34:00,2023-06-04 09:35:00,1
2023-06-04 09:35:00,2023-06-04 09:36:00,1
2023-06-04 11:25:00,2023-06-04 11:26:00,1
2023-06-04 11:30:00,2023-06-04 11:31:00,1
2023-06-04 11:31:00,2023-06-04 11:32:00,1
2023-06-04 11:32:00,2023-06-04 11:33:00,1
2023-06-04 12:23:00,2023-06-04 12:24:00,1
2023-06-04 12:24:00,2023-06-04 12:25:00,1
2023-06-04 19:08:00,2023-06-04 19:09:00,1
2023-06-04 19:09:00,2023-06-04 19:10:00,1
2023-06-04 19:13:00,2023-06-04 19:14:00,1
2023-06-04 19:30:00,2023-06-04 19:31:00,1
2023-06-04 19:31:00,2023-06-04 19:32:00,1
2023-06-04 19:32:00,2023-06-04 19:33:00,1
2023-06-04 19:33:00,2023-06-04 19:34:00,1
2023-06-05 08:31:00,2023-06-05 08:32:00,1
2023-06-05 08:32:00,2023-06-05 08:33:00,1
2023-06-05 08:33:00,2023-06-05 08:34:00,1
2023-06-05 08:34:00,2023-06-05 08:35:00,1
2023-06-05 08:35:00,2023-06-05 08:36:00,1
2023-06-05 08:38:00,2023-06-05 08:39:00,1
2023-06-05 08:50:00,2023-06-05 08:51:00,1
2023-06-05 08:51:00,2023-06-05 08:52:00,1
2023-06-05 09:09:00,2023-06-05 09:10:00,1
2023-06-05 09:10:00,2023-06-05 09:11:00,1
2023-06-05 10:28:00,2023-06-05 10:29:00,1
2023-06-05 10:29:00,2023-06-05 10:30:00,1
2023-06-05 10:56:00,2023-06-05 10:57:00,1
2023-06-05 10:57:00,2023-06-05 10:58:00,1
2023-06-05 10:58:00,2023-06-05 10:59:00,1
2023-06-05 12:36:00,2023-06-05 12:37:00,1
2023-06-05 12:37:00,2023-06-05 12:38:00,1
2023-06-05 12:48:00,2023-06-05 12:49:00,1
2023-06-05 12:49:00,2023-06-05 12:50:00,1
2023-06-05 12:50:00,2023-06-05 12:51:00,1
2023-06-05 13:25:00,2023-06-05 13:26:00,1
2023-06-05 13:26:00,2023-06-05 13:27:00,1
2023-06-05 13:27:00,2023-06-05 13:28:00,1
2023-06-05 13:44:00,2023-06-05 13:45:00,1
2023-06-05 13:45:00,2023-06-05 13:46:00,1
2023-06-05 13:46:00,2023-06-05 13:47:00,1
2023-06-05 15:17:00,2023-06-05 15:18:00,1
2023-06-05 15:18:00,2023-06-05 15:19:00,1
2023-06-05 15:19:00,2023-06-05 15:20:00,1
2023-06-05 15:20:00,2023-06-05 15:21:00,1
2023-06-05 15:25:00,2023-06-05 15:26:00,1
2023-06-05 15:26:00,2023-06-05 15:27:00,1
2023-06-05 15:45:00,2023-06-05 15:46:00,1
2023-06-05 15:46:00,2023-06-05 15:47:00,1
2023-06-05 15:48:00,2023-06-05 15:49:00,1
2023-06-05 15:49:00,2023-06-05 15:50:00,1
2023-06-05 19:09:00,2023-06-05 19:10:00,1
2023-06-05 19:30:00,2023-06-05 19:31:00,1
2023-06-05 19:31:00,2023-06-05 19:32:00,1
2023-06-06 08:33:00,2023-06-06 08:34:00,1
2023-06-06 08:34:00,2023-06-06 08:35:00,1
2023-06-06 08:35:00,2023-06-06 08:36:00,1
2023-06-06 08:36:00,2023-06-06 08:37:00,1
2023-06-06 08:37:00,2023-06-06 08:38:00,1
2023-06-06 08:40:00,2023-06-06 08:41:00,1
2023-06-06 08:41:00,2023-06-06 08:42:00,1
2023-06-06 08:42:00,2023-06-06 08:43:00,1
2023-06-06 09:23:00,2023-06-06 09:24:00,1
2023-06-06 09:51:00,2023-06-06 09:52:00,1
2023-06-06 09:52:00,2023-06-06 09:53:00,1
